Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1X9ScaL2O9nfMJSOJV2Oqp,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,-2,"Oh, dear.  Precisely 3:21 too long.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3HIoSF8128M5EbJnJTkEQB,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,-1,Why?  Why did they make this song?  Why would anyone want to listen to it?  A pointless song for a pointless round.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3nsrj47JSzwO2R0xhfkCfm,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,1,"I suppose it's not completely horrible, within the slim context of music that 14 year old girls might like.  Is Jenny on holiday with ""Emily in Paris"", if you know what I'm saying?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3y1e5Gzm0BiUxBw4h43vg9,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,1,"Aww, too bad we already had the animal round.  I can kinda see what you mean about his voice, but this is supposed to convince us of his songwriting talent?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:04KHyqdGs5sVEWX6UnukF2,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,3,"I liked aspects of this three-songs-in-one, but it doesn't quite add up for me.  And we had Caroline Polachek recently.  One extra theme point simply because blood orange could conceivably be used in perfumes?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0JuLTNOo2dFUkQ3iK8LQ19,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,2,"Some good lyrics, then a lot of repetition of lyrics, which is not great.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0QeKRNG7FOK7Zu5frFymL0,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,2,"I wanted to give some love to these Detroit homies, but couldn't get over the blatant unremarkableness of the smooth funk.  You were headed for a downvote.
Luckily enough for you, however, the line ""The air was filled with suspicion"" could be said to refer to an actual product, Sardeau Suspicion Parfum:
https://www.collectorsweekly.com/stories/183648-suspicion-perfume
Therefore, IMHO, your song hits closest to the theme's bullseye, so I gave you 3 extra points.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0xui9XlNaWU6ePDkrcnwuQ,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,-1,"Hard dance music with window-shaking bass is so not my thing.  But the song does contain orange and banana, so instead of a -2, you get a -1.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4AiJdDQPCdAdZiecHbuFc2,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,1,"Don't really care for his voice or most of the music, but the chorus squeaks it into a positive score.  His techno-optimism will surely fade once AI crashes our economies.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1bIreFfHgVhfBp43up9HN0,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,2,"You should get some kind of award for your reasoning, if only the theme turned out to be ticking as many of the previous rounds' boxes as possible.  
Was not familiar with the original.  Dolores is a hard act to follow, so distinctive is her voice.  A capable cover (but not ""better than the original""-- whoops, ya missed one).",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1lfgMTtRomZmt8LKG1uFvg,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,-1,"Heard this enough, can't bear to listen to it again.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6xVXJynT4L6aPmbI6Rzw5M,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,5,Nice and bouncy.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6UOgyWbhnGvDpgTtfU2XAk,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,5,I am liking them fat-ass gee-tars.  Reminiscent of Red House Painters and a slowed-down version of mediocre 80's rockers like Billy Squier or something (but in a good way).,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6L4IiurAuzCHA76EVmb2em,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,3,"The verses were not really my thing, but I was able to enjoy the 80's-style chorus a bit.  Two extra theme points for mentioning a ""potion""!",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:5W95hGN0NsU5cTUOF1C1UE,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,6,"Love the trashed-out yet still-beautiful mood.  I was intrigued when I read a review of this album when it came out, and I think I listened to one song, but didn't follow up on it any further.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4UAA90EcCF2AdBcvA9z0l9,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,4,Quality punky-pop.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4hiLY16bYd5Y4wnn0JeoBv,de4eea8c425949deaa2c55f0c21ccd7d,2026-01-30T05:30:44Z,0,"Oops, I misheard ""oat"" for ""oak""-- there are no trees.
But ""Blended flower"" and ""roses""-- those count toward the theme as common perfume ingredients, right?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0QeKRNG7FOK7Zu5frFymL0,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,-1,"Spy in the House is for the James Bond marathon-lover who feels stuck in a sexless marriage, resulting in elaborate daytime fantasies about the neighbor next door, who only kind of resembles Pussy Galore. Smells of Vesper martini, musk, amber, cigars, deception, cold showers, and blow-up dolls. 

The more I listen to this, the catchier it gets, but I also feel like I’ve been smacked a little too hard in the face with the 80s. Had to have been there. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6xVXJynT4L6aPmbI6Rzw5M,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,-1,"mi buena suerte smells like fizzy cola, strawberry lipgloss and Cholula hot sauce. You smelled it on a girl walking by at the mall and you wished you stopped to get to know/smell her better because she could have been “the one” that changed your life. 

My Spanish is crap and I struggled to make out/find the lyrics, darn.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6UOgyWbhnGvDpgTtfU2XAk,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,3,"Dulling the Horns smells like desert mountain air, cows, moonshine, sage (advice), and heartbreak. The signature scent of those who live alone under a wide open sky because they’ve just seen too much. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6L4IiurAuzCHA76EVmb2em,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,-1,"The Signals perfume and cologne set is marketed using a video ad inspired by “The Terminator” except it’s a sexy woman coming from the future to save your ass, asserting that you must “come with me if you want to live!” before dragging you to the dance floor. She smells like 1985’s Poison by Christian Dior, and warm poptarts.

I think I know who submitted this and I’ve been contemplating why I’ve downvoted you often, and it’s because I think you are at the cutting edge of where my music taste needs to grow, this is a compliment. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:5W95hGN0NsU5cTUOF1C1UE,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,5,"World Go to Hell appropriately smells like burning leaves, salty tears, wine, dusty attics, and the shoe pile display at the Auschwitz museum, in a most tragically beautiful way. For the discerning realist well-versed in history who feels most alive when they are sad. 

I think this is lovely!!",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4UAA90EcCF2AdBcvA9z0l9,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,3,"I Know You Love Me is a punchy body spray smelling of combat boots, plums, hazelnuts, and angostura bitters. The intense scent only lasts as long as the mosh pit does, but you do think about the scent-wearing girl who left the club wearing your winter jacket for days after. She’s totally into you, yeah? You’ll totally get your coat back when you see her again. Totally.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4hiLY16bYd5Y4wnn0JeoBv,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,5,"The Quiet Joys of Brotherhood is a deeply warm, spicy, earthy unisex scent—vanilla, patchouli, wildflowers, shamrocks, oak, and seawater. Leaves a lasting impression. Target audience: romantic introverts, the gay couples on Heated Rivalry, and all the queers who are binge watching it right now. Love-Hated by the red-pilled incels who secretly can’t wait to tenderly huff this off of their Grindr dates.

Silliness aside this is a gorgeous song with lovely lyrics. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4AiJdDQPCdAdZiecHbuFc2,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,2,"Synthesizer is worn by the fearless baddie with blue hair, a spiky tongue piercing, and a dinosaur tattoo at the roller rink. They are lost in their own world, unless you have a clove cigarette you’re willing to spare. Strong sweet notes of fruity gum, but also pennies, cardamom, and hot summer 70s car vinyl.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3y1e5Gzm0BiUxBw4h43vg9,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,4,"Let the Fireflies Fly Away is a quirky scent designed to intrigue the true connoisseur of dissociation, who is literally or figuratively always trying to get away, far far away, from here. Smells like a greasy spoon diner, a musky zoo enclosure, giant Devonian ferns, black currants, chicken coop, and squashed bugs…but like, in a good way. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3nsrj47JSzwO2R0xhfkCfm,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,3,"Every Ounce of Me is for the self-actualized girlie who is working on herself after some dusty fucker drained her like an energy vampire. She knows her worth now and though she looks real kind and down to earth, she’ll cut your ass up. Sweet and floral with notes of honey cake, lilacs, jasmine, razorblades, and, rather suspiciously, almonds.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3HIoSF8128M5EbJnJTkEQB,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,2,"Medicine For Horses smells like ivermectin, spinal fluid, peaches, formaldehyde, and wheat. Popular among partners of horse girls, who are trying to catch their attention because they love the horses more than them.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1X9ScaL2O9nfMJSOJV2Oqp,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,-1,"Recycle Bin by Tom Ford.  Smells expensive, but paradoxically like melted plastic, sour milk, and hints of cardboard soaked with pizza grease that shouldn’t have been put in the bin, but someone did anyway. The person who wears this thinks you will never understand them. 

Song is hilarious and this is a downvote avec apologies. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1lfgMTtRomZmt8LKG1uFvg,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,3,"Is That All There Is? is the perfume industry’s answer to some modern women’s decision to pursue entire lives off outside traditional beaten paths. Smells like tart cherry, tuberose, moss, chocolate cake, freshly-bathed cats, fresh ink on divorce papers, and sleeping in on the weekends. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1bIreFfHgVhfBp43up9HN0,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,0,"Disappointment…”because you can’t spell disappointment without men” is a wildly popular cologne and aftershave set. It first hits with pleasant notes of sandalwood and citrus. Alas, as you come closer—distinct notes of stale beer, musty basement, and Doritos. After brief engagement you leave the exchange…disappointed, catching final topnotes of literal bullshit and crusty jizz sock. Scent lingers much like the odor of a seafood market with health code violations. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0xui9XlNaWU6ePDkrcnwuQ,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,-1,"I Didn’t Come Here For Art smells like cotton candy, latex, dirty linen, leather, lube, and sweaty balls. The person who wears this is just in it for the plot so get out of their fucking way, okay?

I think this is hilarious and I am sad I downvoted it. Avec beaucoup apologies. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0JuLTNOo2dFUkQ3iK8LQ19,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,3,"Hooting and Howling is high-end cologne for sophisticated, brooding hooligans whose dating profiles state they are looking for a “ride or die.” Smells like cedar, silk, dirt, gunpowder, pinewood coffins, guitar strings, and licorice.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:04KHyqdGs5sVEWX6UnukF2,d0b05394a4f7482b95d5e0aeecbaa33a,2026-01-30T18:59:48Z,2,"Mind Loaded is a modern scent for the people lost in thought, who go out on Fridays hoping to catch the eye of their ex at the corner bar (because they think they might have made a mistake dumping them six months ago cuz life has lost all meaning, but they dunno if they should say anything because it would be weird now and they look happy, how awkward). Distinct notes of vetiver, blood orange, petrichor, and tobacco.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4AiJdDQPCdAdZiecHbuFc2,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,3,"A band I should see green hearts in their Spotify discography, but no.  Like this a lot, will do further research.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:04KHyqdGs5sVEWX6UnukF2,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,3,What a good album this is.  Rich like an Italian wedding soup.  https://cooking.nytimes.com/recipes/1024492-italian-wedding-soup  YUM.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0JuLTNOo2dFUkQ3iK8LQ19,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,0,"Obviously the winner.  Well done, me.  Stay with me as I Vizzini the heck out of this.

As the primary purpose of cologne by 22 year-old men is to attract predators when lost in the woods, there will be much hooting and howling by said predators in pursuit of their prey.

Armaf Club de Nuit Intense, the aroma of found footage capturing twigs snapping and throaty growls near camp. Dior Sauvage, the scent of a messy death by bears. Or Sasquatch.  Grisly, man.  Acqua di Gio, what the discerning nose appreciates during trampling by water buffaloes, well-known to gallivant in the trees.  Creed, splashed liberally on neck and wrists prior to their violent end from wolves, as deserved by Scott Stapp, or anyone wearing a scent with that name.  

Case, rested.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0QeKRNG7FOK7Zu5frFymL0,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,-1,"Born To Laugh At Tornadoes being a beloved college album, was surprised and pleased at What Up, Dog? booming their popularity.  Stupid DVs.  Need to place.  Feels like a round where I'll fret about needing to use DVs, submit, and find my own choice tanking.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0xui9XlNaWU6ePDkrcnwuQ,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,4,"This is fantastic.  Winner in Best Facial Covering category. Tough competition from Glass Beads, Orville Peck, Kneecap, and Slipknot.  ""New Boyfriend"", after one listen, also excellent.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1bIreFfHgVhfBp43up9HN0,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,"Interesting.  First hearing this. I've heard Blondshell, but the intonation on this aligned so much with Dolores, it's new and lovely.  Also, ""Disappointment"" is the perfect cologne for AMC fans.  This is resisting my DV placement.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1lfgMTtRomZmt8LKG1uFvg,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,-2,What more do you want?  Is your latte over 160°F (70°C)?  Is there a draft in the room? Would you like a blanket? Do you miss candy bars for a quarter? Why are you taking your toys away? Are you not entertained?,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1X9ScaL2O9nfMJSOJV2Oqp,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,"Red Sovine's ""Teddy Bear"" immediately came to mind. I don't know what that says about me.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3HIoSF8128M5EbJnJTkEQB,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,"ML introduced me to this group.  One of those bands better than their name would suggest.  There's not a lot of distance between this song and The National, really.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3nsrj47JSzwO2R0xhfkCfm,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,"New to me.  Nice how LEG, Wet Leg, and others appear as somewhat novelty and stick around for their talent.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3y1e5Gzm0BiUxBw4h43vg9,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,"Well, now.  Chickens.  That's worth several votes.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4hiLY16bYd5Y4wnn0JeoBv,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,"Can't DV this with your opening comment.  More love to you.  Not my usual cup of tea, but I hear the ocean and the wind, and if Martin McDonagh directs, an Oscar nominated picture.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4UAA90EcCF2AdBcvA9z0l9,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,-2,Crunchy guitars.  Yum yum.  This round esp. there aren't any songs that are pushing me to DV.  Competition-based DVs and apologies.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:5W95hGN0NsU5cTUOF1C1UE,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,4,"Fantastic.  Love this, and should have heard it earlier. Always new music to hear.  Holy cow - only $5 AUD? Sold! https://bleaksquad.bandcamp.com/album/strange-love

Cherry Ghost's People Help the People leaps (leapt? leaped?) to mind.  https://open.spotify.com/track/6ahKIw4OP1VEprkJu7XHiQ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6L4IiurAuzCHA76EVmb2em,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,4,"Have and love each of their four albums.  Beautiful and pure pop. Missing the two EPs: Face to Face on High Places (2007) and Put Your Sad Down (2012).  Fallon is the nadir of late night hosts, but their appearance on the show is a highlight: https://www.youtube.com/watch?v=Ci1DKSzitM4",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6UOgyWbhnGvDpgTtfU2XAk,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,2,Had this album in my hands earlier today.  Venn intersection!  What else do we like together?  ,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6xVXJynT4L6aPmbI6Rzw5M,2841805d6e4f44b1814aa495dc2150c1,2026-01-31T20:22:24Z,3,Godofredo did that for me last year.  The fun translates well.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4UAA90EcCF2AdBcvA9z0l9,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,-1,"Efficient, but somehow I'm not quite moved.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6xVXJynT4L6aPmbI6Rzw5M,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,3,"Sometimes when a song progresses pretty much exactly as you’re expecting, it feels painfully predictable, but sometimes it’s a joy. This is the latter. Why is that? Muy bien! I tried to find out more about them but there are quite a few bands called ""feel trip"", who knew?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6UOgyWbhnGvDpgTtfU2XAk,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,2,"Great bass riff/sound straight up. Learning to let go is one of life’s most valuable skills, I’m realising of late. This feels a bit half-built though. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6L4IiurAuzCHA76EVmb2em,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,-1,"Oy, the downvotes were hard to place. Just a bit underwhelmed.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:5W95hGN0NsU5cTUOF1C1UE,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,0,"Love how this gradually climbs from torpid despair to glorious agitation, then falls back.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4hiLY16bYd5Y4wnn0JeoBv,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,4,"Yes please, I will always lap up the hippy-dippy-trippy stuff, especially with a folky spine. The drones in this are so gorgeous, I'll forgive the slight vocal wonkiness. Probably whiffs of patchouli in the studio here. ",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4AiJdDQPCdAdZiecHbuFc2,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,2,"Odourless but ok. I don't think I've heard Electric Six before, but I just this day noticed a poster for them playing locally next month. Howboutdat?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3y1e5Gzm0BiUxBw4h43vg9,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,3,"Fireflies are *always* a theme, so nice one there. I like a song with lots of animal references too. Zoos invariably have a lot of pungent aromas, but I feel that's different to cosmetic smells, so no joy there.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3nsrj47JSzwO2R0xhfkCfm,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,-1,"Oh... I loved that Let's Eat Grandma song, but this is just straight 80s pastiche, isn't it? Sorry.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3HIoSF8128M5EbJnJTkEQB,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,3,"God, it annoys me to enjoy a band called Viagra Boys as much as I like this. Sounds a bit like Interpol having a menty-B. Unscented.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1X9ScaL2O9nfMJSOJV2Oqp,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,3,"I could write a boring amount of words about the reasons this hits home, a very dull domestic rage born of sharing recycle bins with a bunch of people for many years. Suffice to say, hell yeah Neil! This sort of thing doesn’t exactly invite repeat listening, but hell yeah just the same. Oh, but how could you fail to mention that he also covered Hula Maiden on this album?",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1lfgMTtRomZmt8LKG1uFvg,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,4,"Well played. Hearing something like this thrown in the mix, it's a whole other level. Lyrically, it's incredible. She no doubt recorded this while heavily scented. I probably won't be the only one to mention that Trump named this his favourite song back in pre-POTUS days. Enlightening.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1bIreFfHgVhfBp43up9HN0,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,2,"I'm on board for good Cranberries done well. No scents, perfumes, toilet waters detected.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0xui9XlNaWU6ePDkrcnwuQ,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,4,"Grew on me a lot - the snark, the vocal delivery, the beats, the build. Hits the same spot as the best Brat tracks. And their look! Amazing. This club probably reeks of scents applied one spray too many. Points.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0QeKRNG7FOK7Zu5frFymL0,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,-2,"Not Was (Not Was)! File under ""I don't really know why this band annoys me but they do"". Couldn't find another one deserving a downvote so had to drop a double, with apologies.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0JuLTNOo2dFUkQ3iK8LQ19,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,2,Nice turns of phrase and vocals.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:04KHyqdGs5sVEWX6UnukF2,f269e66e73e246549e5c314009da035e,2026-02-01T10:05:47Z,3,"Blood orange is definitely a perfume note - well (accidentally) done. The song is pretty good, lots of interesting turns, even if it seems kind of a sketch.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3HIoSF8128M5EbJnJTkEQB,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,5,i was going to submit the viagra boys in the Scandinavian round in a previous league. great band. you've pandered a little to perceived league tastes imo as this is not the standard viagra boys sound but very good nevertheless.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1X9ScaL2O9nfMJSOJV2Oqp,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,3,made me smile. a splash of colour in greyish playlist.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:1bIreFfHgVhfBp43up9HN0,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,1,"what an apt title. ok pedants, to be disappointed i must have had a pre conceived notion of something better which, as an unfamiliar, to me, artist i did not. maybe just disappointment that it didn't leave more of an impression.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0xui9XlNaWU6ePDkrcnwuQ,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,4,"love lynks although more as a live spectacle than recorded output. always tremendous fun. seen lynks many times from when i was stalwart of the south london scene pre-covid. unexpected choice submitter, fabulous departure from the league norm.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0QeKRNG7FOK7Zu5frFymL0,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,-1,points not points. daytime radio for bored housewives and househusbands.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:0JuLTNOo2dFUkQ3iK8LQ19,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,1,not enough howling and more akin to domestic pets than wild beasts. like it when it gets going though.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:04KHyqdGs5sVEWX6UnukF2,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,-1,a certain charm but just so safe as a choice. have we lost our edge and settled for middle aged comfort listening? is there not more to music than this generic output?,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3y1e5Gzm0BiUxBw4h43vg9,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,2,love mark. but for someone who has mastered the art of penning beautifully crafted alt melancholic melodies this is far from his greatest moment. sounds thrown together as an album filler. appreciate this may have been chosen simply for the title and for that reason (and because it's MM) i applaud you.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4AiJdDQPCdAdZiecHbuFc2,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,-1,"i've oftened wondered, as electric six continue to exist and indeed tour , just who would ever listen to them.  i'm going to find out shortly.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4hiLY16bYd5Y4wnn0JeoBv,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,-2,"having listened to this i am trembling at the thought of  having to listen to ""the complete"" vanguard recordings. so bland it's torture.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:4UAA90EcCF2AdBcvA9z0l9,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,2,decent enough. popes by numbers.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:3nsrj47JSzwO2R0xhfkCfm,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,1,"this is almost certainly girvan. I bought this but haven't played it yet. I might be regretting buying it (still, it's a limited version with heart shaped bonus disc so I can aways sell it). it's ok. best lp of 2026? not a chance. probably wasn't on the 1st january either.",bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:5W95hGN0NsU5cTUOF1C1UE,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,5,like this very much. a great fan of complementary vocal lines. ,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6L4IiurAuzCHA76EVmb2em,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,3,haven't listened to this album is a while but a nice reminder. good stuff.,bb008ad9a1fe4c448d2ad52daa6f84c7
spotify:track:6UOgyWbhnGvDpgTtfU2XAk,920d59fe89434c9a9255c64fa8265e5a,2026-02-01T16:31:57Z,3,a good listen. ,bb008ad9a1fe4c448d2ad52daa6f84c7
